RowNum,0
0,0.52517932780266
1,0.444453937625903
2,0.669448448448587
3,0.162474376347188
4,0.755854677518752
5,0.401163706143593
6,0.683796033182747
7,0.823432600157851
8,0.503875491078891
9,0.742551979970056
10,0.0423066560115875
11,0.721011285652541
12,0.697577466704011
13,0.0446756537762059
14,0.0996054105043818
15,0.518773927569615
16,0.697261984975274
17,0.430321969476915
18,0.490990604720418
19,0.819678863066288
20,0.459784842329081
21,0.209030763407924
22,0.580284493798392
23,0.998009098220784
24,0.0897503772751058
25,0.13124890076613
26,0.639580439691881
27,0.598990929112416
28,0.542656871845628
29,0.208489843613476
30,0.364622770639763
31,0.346130827438808
32,0.0495814982802496
33,0.822002028485947
34,0.966303609062222
35,0.487315232607456
36,0.00685424213891761
37,0.452103068475572
38,0.0505116188283705
39,0.784846615806841
40,0.696664245443616
41,0.62401306484348
42,0.104001081865047
43,0.220427232044638
44,0.331351610547785
45,0.143851915232201
46,0.199534217530272
47,0.0515596201639039
48,0.427228134772614
49,0.747317569412305
50,0.300677738644344
51,0.853257579161437
52,0.292903945303347
53,0.654894822640657
54,0.107419517580859
55,0.0693866517966558
56,0.998774056943265
57,0.356799269881018
58,0.680403349988111
59,0.568181064224103
60,0.777041663204012
61,0.724537348913542
62,0.30365702166793
63,0.615421079203382
64,0.32166347161472
65,0.856250943022001
66,0.767391092411772
67,0.7014256599618
68,0.787803537193949
69,0.532707424499453
70,0.148938728610065
71,0.0517847518690931
72,0.681251141429758
73,0.1068760268592
74,0.472116905399282
75,0.308267474411048
76,0.923963963360374
77,0.607322163273738
78,0.7462287711182
79,0.535259736009907
80,0.282672508432647
81,0.216965147871508
82,0.178612642573787
83,0.619709973888737
84,0.85597062768559
85,0.0558425412385485
86,0.553261264617448
87,0.0958759526571696
88,0.372471191508441
89,0.153839447747657
90,0.351654745789559
91,0.0193461266003543
92,0.519301692600533
93,0.44062776986606
94,0.259228656254918
95,0.992686738612669
96,0.218422814571496
97,0.839562934046061
98,0.648650732570326
99,0.44365902266886
