RowNum,0,1,2,3,4,5,6,7,8
0,0.831769575013569,0.129026120644794,0.212085763201712,0.431308475474737,0.316947706933961,0.272626575091735,0.604906438216952,0.897426438630085,0.557487939779094
1,0.0649853414618865,0.428027064489716,0.470565075342046,0.591765082413687,0.45050207347562,0.800155215699502,0.576263479249841,0.56309927554011,0.464085814666604
2,0.670020442872031,0.988220942965899,0.261919252252345,0.709417619323899,0.573118037949211,0.8903399871432,0.597791315223423,0.0220447684779623,0.484395043824269
3,0.198018258884195,0.983188604700861,0.631746550183015,0.45087475471385,0.339415481036669,0.336562638361312,0.674023437136934,0.84630143068735,0.704573596127753
4,0.5183356354716,0.747523345442876,0.870741409942947,0.342009523406079,0.474373048970446,0.18423107697045,0.923365359838383,0.564414666527438,0.317310899099366
5,0.432237224999526,0.444477144525269,0.0100541110294602,0.429357991716488,0.632007540963286,0.67136040415565,0.624740670128182,0.533007858887464,0.971122304038514
6,0.537746134218888,0.807544420645726,0.68731254046732,0.195564241666083,0.643805382688165,0.19417932221681,0.55239025820398,0.724427099834872,0.96962298816669
7,0.482704310420297,0.66840747521251,0.680759405302192,0.584783653798961,0.976921844343598,0.483137940081568,0.683505895041225,0.219602407410945,0.579148898990503
8,0.177911614856868,0.86362996731629,0.529045667217312,0.806233882469609,0.707452525455093,0.294883132116079,0.898766347725549,0.721696747384512,0.514082075700065
9,0.44923299612184,0.800699403427718,0.385263608983414,0.353719747527779,0.785104803238425,0.446366913229127,0.019146585721685,0.452676075439024,0.519633663207203
10,0.409832347862659,0.135167765795469,0.219292319730731,0.795819603951979,0.286841436161431,0.356772411058259,0.280677823904562,0.80177833767481,0.517583873117797
11,0.145919942206086,0.13438698436845,0.222963977338189,0.450154488991003,0.189332491276084,0.630679816127541,0.636819138766313,0.362166456259223,0.654233325638741
12,0.485769671407033,0.407168209863373,0.147903407490789,0.635608825537966,0.6987589093696,0.374889404593452,0.0740113069846795,0.550058411518266,0.269404469644919
13,0.419835564272516,0.350212013290832,0.134474591287537,0.0762408203994315,0.133360571099478,0.859663818064483,0.771216704178149,0.920803808376658,0.304483471088002
14,0.418208876659526,0.886251609209022,0.706755456885737,0.0307911327982741,0.530048032622202,0.0743060683649053,0.280354709774373,0.495439147952192,0.889941169520478
15,0.317125014271056,0.219932953574018,0.591005966859557,0.148223586623765,0.116873976205704,0.456728942453479,0.31773979818296,0.482253447540194,0.697796988807841
16,0.190105080244928,0.955482847908577,0.682032165760011,0.679082422773443,0.736629580010425,0.910133007474258,0.0317032881859618,0.961633260683782,0.143043426075183
17,0.338008907944846,0.612246034538502,0.12511081417886,0.814404651029672,0.926288611384058,0.528029812837542,0.934211943717097,0.713315475445992,0.376772574243451
18,0.761792821781219,0.353097956180241,0.52429725735293,0.867033531236073,0.910808449466537,0.468458038197916,0.344085807484353,0.27202717167275,0.138522842937767
19,0.518782499764707,0.557338924245042,0.269577499779418,0.779923592990257,0.591432452050574,0.674634604595951,0.172852284051768,0.661029815752682,0.547388805452041
20,0.768238868140882,0.626916378607015,0.625557674235052,0.180931157805246,0.500766408148911,0.101106242681398,0.0952420849644435,0.544353980277158,0.209403216938909
21,0.728566865545523,0.449959872856651,0.375234744955505,0.586989996745577,0.296058823589656,0.504324231999456,0.714262313433887,0.699043299798227,0.567218993586321
22,0.190749300336664,0.0191031945395237,0.00131471282890816,0.655661516731715,0.497397286768695,0.43056407998684,0.488108673386602,0.513869573705061,0.0720454857525169
